gene,Day0,Day10,Day2,Day4
Cfb,,1.545409511232989,,
Cfh,,1.6218267155326285,,
Cgnl1,0.9838173642413861,1.298553429504506,1.0636547262745615,1.404842333629424
Chadl,1.070312943845014,1.356883494742524,0.9952861445902615,1.0206106685016059
Chat,,,,1.3637688010207945
Chd5,1.0572184145405064,1.3979836034964535,1.1353300656039877,
Chga,0.9913467852759045,1.3494425198543247,1.1807631120597435,1.2026039554939778
Chgb,,1.2445999657626867,1.0495500230778168,1.3506410139788065
Chl1,,1.160177177371385,,1.4772984588882188
Chmp4c,0.8100947388582183,1.4452777041782516,1.1904137964813408,1.7480786009810967
Chodl,,1.3621962791865814,,1.213320864781891
Chrm3,,1.278239991355755,1.6198128641315457,
Chrna3,,1.5433117436791504,1.2325710148992293,1.2118802977174288
Chrnb2,,1.4472636472699343,,1.4097495102263866
Chst10,0.5090818325430557,1.3177008948600344,1.0606516686472873,1.1762014236568366
Chst15,0.9910958850645091,0.2874316269165985,1.6170971985599354,1.1233684128384307
Chst2,1.4357221606852248,1.2213995929435293,0.9444980951791199,1.0336454261703971
Chst3,1.076538398220994,1.6214118521376295,,1.453348632131799
Chst5,,1.2719908193185816,,1.3220067363330061
Chsy1,0.9028295292687714,1.3114521278898277,1.0611391337901248,1.0457260931133452
Cib2,0.963466439791193,1.3347617466073718,1.2399897371036144,1.0759757071195994
Cidea,1.100590910312556,1.0186631233983414,1.4264335471399523,1.4505137807663124
Cideb,1.28344406281916,1.1097946450550746,1.1347701476675154,1.4885285412204492
Cidec,,1.4164927827954152,,
Cilp2,0.3513492784125429,1.1557859881741188,1.4474591204006773,1.0075495203205915
Cip2a,1.0974159228076616,1.3121302807491886,1.1244831894187073,1.29687138532643
