gene,delta,Day0,Day2,Day4,Day10,max,labels
Kcna4,0.08963367017234994,,,,1.4343656864691527,1.4343656864691527,0001
Atp1a2,0.08963367017234994,1.061553167477074,,,1.4336025434507476,1.4336025434507476,0001
Sdcbp2,0.08963367017234994,0.9967150931376193,1.164048184604479,1.2923925132555911,1.4332989887522152,1.4332989887522152,0001
Lingo3,0.08963367017234994,,,,1.432808856365105,1.432808856365105,0001
Ecrg4,0.08963367017234994,1.1096235373270096,1.0182202995218288,,1.4325323557180847,1.4325323557180847,0001
Sertm1,0.08963367017234994,,,1.1490436169415863,1.432077747718012,1.432077747718012,0001
Psca,0.08963367017234994,,,,1.4315067424584047,1.4315067424584047,0001
Casp4,0.08963367017234994,,,,1.4314879191610643,1.4314879191610643,0001
Cntnap2,0.08963367017234994,0.6469888273331079,1.0332127035678302,1.2942611725808668,1.431082097358637,1.431082097358637,0001
Spock3,0.08963367017234994,,1.0751555862279563,1.1939325161553809,1.429910071133339,1.429910071133339,0001
Kcns1,0.08963367017234994,,,,1.4288000236482388,1.4288000236482388,0001
Dlg2,0.08963367017234994,1.1070815006743222,,1.2698415716506875,1.4285360690318338,1.4285360690318338,0001
Nrsn1,0.08963367017234994,1.0731089546493155,,1.2227191831121582,1.4277843460572492,1.4277843460572492,0001
Sprr1a,0.08963367017234994,,,,1.427611226772797,1.427611226772797,0001
Abcd2,0.08963367017234994,,,1.0684019780042093,1.4274045801449264,1.4274045801449264,0001
Bche,0.08963367017234994,1.167648127403898,0.9588067669834158,1.0478273601385535,1.4271994608288323,1.4271994608288323,0001
Myo1h,0.08963367017234994,,,,1.4270678101360335,1.4270678101360335,0001
Igsf21,0.08963367017234994,1.0252013273086071,,1.1526772392008413,1.4268381546807432,1.4268381546807432,0001
Rsad2,0.08963367017234994,1.1700388491233065,,,1.426136741843477,1.426136741843477,0001
Ntn1,0.08963367017234994,,0.9121418299910183,1.1402668821689959,1.42571037825653,1.42571037825653,0001
Lingo2,0.08963367017234994,,,,1.4256263135041805,1.4256263135041805,0001
Mmp24,0.08963367017234994,,,1.2729021473197895,1.4245368119297899,1.4245368119297899,0001
Cxcl17,0.08963367017234994,,,,1.424463319644928,1.424463319644928,0001
Ascl1,0.08963367017234994,,1.067371480951652,1.068063221541042,1.4243268281243784,1.4243268281243784,0001
Ldb2,0.08963367017234994,,,,1.4239426281403398,1.4239426281403398,0001
Bhlhe22,0.08963367017234994,,,1.1468280405579296,1.4237358631670485,1.4237358631670485,0001
Matn4,0.08963367017234994,,,,1.4233054997332573,1.4233054997332573,0001
Slc6a11,0.08963367017234994,,,,1.4224973495343247,1.4224973495343247,0001
Zfp473,0.08963367017234994,1.2628392397368333,1.0552708033008362,1.0506673199696699,1.4223178299734103,1.4223178299734103,0001
